ID-LB|Leikaschlüssel|Name|Name2|Updatedatum|ID-OD|Bezeichnung OD|Links
B100019.LB.102786291|99158008080003|Befreiung von der Versicherungspflicht der Landwirtschaftlichen Alterskasse Gewährung aufgrund von Entgeltbezug bzw. außerlandwirtschaftlichen Einkommens|Befreiung von der Versicherungspflicht der Landwirtschaftlichen Alterskasse bei Einkommen außerhalb der Landwirtschaft beantragen|20.01.2025 00:48|B100019.OD.105677912|Online-Antrag auf Befreiung von der Versicherungspflicht bei der Landwirtschaftlichen Alterskasse|https://portal.svlfg.de/svlfg-apps/antrag/lak/befreiung
B100019.LB.102786294|99158009101000|Auskunft über den Versicherungsverlauf (Rentenversicherungskonto) bei der Landwirtschaftlichen Alterskasse Mitteilung|Sich über den Versicherungsverlauf bei der Landwirtschaftlichen Alterskasse informieren|20.01.2025 00:48|||
B100019.LB.102786298|99158010017000|Zuschuss zur Krankenversicherung für Rentenbezieher der Landwirtschaftlichen Alterskasse Bewilligung|Zuschuss zur Krankenversicherung für Rentnerinnen und Rentner von der Landwirtschaftlichen Alterskasse beantragen|20.01.2025 00:48|B100019.OD.103855103|Online-Rentenantragstellung der landwirtschaftlichen Alterskasse|https://portal.svlfg.de/svlfg-apps/antrag/lak/rentenantrag
B100019.LB.102787300|99158011017000|Zuschuss zum Beitrag der Landwirtschaftlichen Alterskasse Bewilligung|Zuschuss zum Beitrag der Landwirtschaftlichen Alterskasse beantragen|20.01.2025 00:48|B100019.OD.105697036|Online-Antrag auf Beitragszuschuss bei der Landwirtschaftlichen Alterskasse|https://portal.svlfg.de/svlfg-apps/antrag/lak/beitragszuschuss
B100019.LB.102787304|99158012012000|Bescheinigung über gezahlte Beiträge bei der Landwirtschaftlichen Alterskasse für die Einkommensteuererklärung (Finanzamt) Ausstellung|Bescheinigung über gezahlte Beiträge bei der Landwirtschaftlichen Alterskasse anfordern|20.01.2025 00:48|||
B100019.LB.102787321|99157034080000|Maßnahmen bei Berufskrankheiten bzw. Individualprävention von der Landwirtschaftlichen Unfallversicherung Gewährung|In der Landwirtschaft einer Berufskrankheit vorbeugen oder die Verschlimmerung einer Berufskrankheit vermeiden|20.01.2025 00:48|||
B100019.LB.102787323|99157035037000|Berufskrankheit von der Landwirtschaftlichen Unfallversicherung Anspruchsfeststellung|Berufskrankheit bei der Landwirtschaftlichen Berufsgenossenschaft melden|20.01.2025 00:48|||
B100019.LB.102789935|99022008080000|Außer Kraft - Erlass des Ausbildungsdarlehens zur Vermeidung unbilliger Härte Gewährung|Härtefallerlass der BAföG-Rückzahlungsschuld nach Ablehnung eines Kooperationserlasses beantragen|20.01.2025 00:48|||
B100019.LB.102789963|99109029001000|Zertifizierung von Personen Erteilung|IT-Sicherheit: Zertifizierung von Personen beantragen|20.01.2025 00:48|||
B100019.LB.102795217|99011024001000|Auskunft nach § 12 Visa-Warndateigesetz (Person) Erteilung|Selbstauskunft zu persönlichen Informationen in der Visa-Warndatei beantragen|20.01.2025 00:48|B100019.OD.106784836|Auskunft aus der Visa-Warndatei online beantragen|https://verwaltung.bund.de/leistungsbeantragung/102795217
B100019.LB.102795220|99011025001000|Auskunft nach Art. 38 VIS-Verordnung Erteilung|Auskunft zu Informationen über die eigene Person aus dem Europäischen Visa-Informationssystem (VIS) beantragen|20.01.2025 00:48|B100019.OD.106784815|Auskunft zu Informationen über die eigene Person aus dem Europäischen Visa-Informationssystem (VIS) online beantragen|https://verwaltung.bund.de/leistungsbeantragung/102795220
B100019.LB.102795223|99011026001000|Auskunft nach § 12 Visa-Warndateigesetz (Organisation) Erteilung|Auskunft zu Informationen der Visa-Warndatei über eigene Organisation beantragen|20.01.2025 00:48|B100019.OD.103404558|Online-Antrag zur Erteilung einer Visa-Warndatei-Auskunft|https://verwaltung.bund.de/leistungsbeantragung/102795223
B100019.LB.102795224|99089066001000|Auskunft nach § 30 Nationales-Waffenregister-Gesetz (NWRG) Erteilung|Auskunft aus dem Nationalen Waffenregister beantragen|20.01.2025 00:48|B100019.OD.103474628|Online-Formular im Bundesportal|https://verwaltung.bund.de/leistungsbeantragung/102795224
B100019.LB.102796705|99009046080000|Ausgleichszahlung nach § 38 Abs. 2 Atomgesetz (strahlenbelastetes/radioaktiv belastetes Wild) Gewährung|Zahlung des Schadensausgleichs für strahlenbelastetes Wild beantragen|20.01.2025 00:48|||
B100019.LB.102796708|99084018039003|Fahrgeldausfälle Erstattung im Fernverkehr durch den Bund|Erstattung von Fahrgeldausfällen im Fernverkehr beantragen|20.01.2025 00:48|B100019.OD.103736714|Online-Antrag auf Vorauszahlung der Fahrgeldausfälle im Fernverkehr über das Bundesportal|https://verwaltung.bund.de/leistungsbeantragung/102796708
B100019.LB.102796709|99084018039004|Fahrgeldausfälle Erstattung im Nahverkehr durch den Bund|Erstattung von Fahrgeldausfällen im Nahverkehr beantragen|20.01.2025 00:48|B100019.OD.103736712|Online-Antrag auf Erstattung von Fahrgeldausfällen im Nahverkehr über das Bundesportal|https://verwaltung.bund.de/leistungsbeantragung/102796709
B100019.LB.102796710|99084018039005|Fahrgeldausfälle Erstattung Vorauszahlung der Fahrgeldausfälle im Nah und Fernverkehr durch den Bund|Vorauszahlung der Erstattung von Fahrgeldausfällen im Nah- und Fernverkehr beantragen|20.01.2025 00:48|B100019.OD.103753791|Online-Antrag auf Vorauszahlung der Fahrgeldausfälle im Nah- und Fernverkehr über das Bundesportal|https://verwaltung.bund.de/leistungsbeantragung/102796710
B100019.LB.102796726|99111025104002|Gesetzliche Unfallversicherung Anmeldung von Unternehmen|Unternehmen, selbständige oder freiberufliche Tätigkeit zur gesetzlichen Unfallversicherung anmelden|20.01.2025 00:48|B100019.OD.103404575|Unternehmen, selbstständige oder freiberufliche Tätigkeit zur gesetzlichen Unfallversicherung online anmelden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-10
B100019.LB.102796727|99111025104003|Gesetzliche Unfallversicherung Anmeldung von Privathaushalten|Beschäftigung einer Haushaltshilfe bei der gesetzlichen Unfallversicherung melden|20.01.2025 00:48|B100019.OD.106527004|Beschäftigung einer versicherungspflichtig beschäftigten Haushaltshilfe bei der gesetzlichen Unfallversicherung online melden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-75
B100019.LB.102796727|99111025104003|Gesetzliche Unfallversicherung Anmeldung von Privathaushalten|Beschäftigung einer Haushaltshilfe bei der gesetzlichen Unfallversicherung melden|20.01.2025 00:48|B100019.OD.106527005|Änderungsmitteilung zu einer versicherungspflichtig beschäftigten Haushaltshilfe bei der gesetzlichen Unfallversicherung online einreichen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-78
B100019.LB.102796729|99111027014000|Änderungen im Unternehmen Meldung|Änderungen im Unternehmen, der selbstständigen oder freiberuflichen Tätigkeit der gesetzlichen Unfallversicherung mitteilen|20.01.2025 00:48|B100019.OD.106029032|Änderungen im Unternehmen, der selbstständigen oder freiberuflichen Tätigkeit der gesetzlichen Unfallversicherung online mitteilen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-20
B100019.LB.102796730|99111025070000|Gesetzliche Unfallversicherung Abmeldung|Unternehmen, selbstständige oder freiberufliche Tätigkeit bei der gesetzlichen Unfallversicherung abmelden|20.01.2025 00:48|B100019.OD.106029056|Unternehmen, selbstständige oder freiberufliche Tätigkeit bei der gesetzlichen Unfallversicherung online abmelden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-30
B100019.LB.102796750|99111028008000|Auslandsversicherung bei der gesetzlichen Unfallversicherung Bestätigung|Beschäftigte bei vorübergehender Auslandstätigkeit in der gesetzlichen Unfallversicherung versichern|20.01.2025 00:48|B100019.OD.106424035|Online-Antrag, um Beschäftigte bei vorübergehender Auslandstätigkeit in der gesetzlichen Unfallversicherung zu versichern|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-260
B100019.LB.102796752|99111029014000|Meldung der Auslandsmonate der versicherten Personen bei der gesetzlichen Unfallversicherung Meldung|Auslandsmonate von Beschäftigten der gesetzlichen Unfallversicherung melden|20.01.2025 00:48|B100019.OD.106545143|Auslandsmonate von Beschäftigten der gesetzlichen Unfallversicherung online melden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-270
B100019.LB.102796754|99111030058000|Abmeldung der Auslandsversicherung bei der gesetzlichen Unfallversicherung Durchführung|Auslandsversicherung bei der gesetzlichen Unfallversicherung beenden|20.01.2025 00:48|B100019.OD.106424012|Beendigung einer Auslandsversicherung online melden|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-280
B100019.LB.102796756|99111031017000|Freiwillige Versicherung bei der gesetzlichen Unfallversicherung Bewilligung|Freiwillige Versicherung oder Zusatzversicherung bei der gesetzlichen Unfallversicherung beantragen, ändern oder kündigen|20.01.2025 00:48|B100019.OD.106083435|Freiwillige Versicherung oder Zusatzversicherung bei der gesetzlichen Unfallversicherung online beantragen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-40
B100019.LB.102796756|99111031017000|Freiwillige Versicherung bei der gesetzlichen Unfallversicherung Bewilligung|Freiwillige Versicherung oder Zusatzversicherung bei der gesetzlichen Unfallversicherung beantragen, ändern oder kündigen|20.01.2025 00:48|B100019.OD.106083436|Freiwillige Versicherung oder Zusatzversicherung bei der gesetzlichen Unfallversicherung online ändern|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-50
B100019.LB.102796756|99111031017000|Freiwillige Versicherung bei der gesetzlichen Unfallversicherung Bewilligung|Freiwillige Versicherung oder Zusatzversicherung bei der gesetzlichen Unfallversicherung beantragen, ändern oder kündigen|20.01.2025 00:48|B100019.OD.106083437|Freiwillige Versicherung oder Zusatzversicherung bei der gesetzlichen Unfallversicherung online kündigen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-60
B100019.LB.102796758|99111032242000|Unbedenklichkeitsbescheinigung für Unternehmen der gesetzlichen Unfallversicherung Anforderung|Unbedenklichkeitsbescheinigung für Unternehmen der gesetzlichen Unfallversicherung anfordern|20.01.2025 00:48|B100019.OD.106047029|Unbedenklichkeitsbescheinigung für Unternehmen der gesetzlichen Unfallversicherung online anfordern|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-70
B100019.LB.102796760|99111033242000|Übermittlung digitaler Lohnnachweis Anforderung|Lohnsummen an den Unfallversicherungsträger melden|20.01.2025 00:48|||
B100019.LB.102796762|99111034080000|Übergangsleistung wegen Berufskrankheit für gesetzlich Unfallversicherte Gewährung|Übergangsleistung wegen Berufskrankheit für gesetzlich Unfallversicherte erhalten|20.01.2025 00:48|B100019.OD.105922516|Online eine Mitteilung an Ihre Berufsgenossenschaft oder Unfallkasse senden (für Versicherte)|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-300
B100019.LB.102796764|99111035080000|Maßnahmen bei Berufskrankheiten oder Individualprävention für gesetzlich Unfallversicherte Gewährung|Gesetzliche Unfallversicherung: Einer Berufskrankheit vorbeugen oder die Verschlimmerung einer Berufskrankheit vermeiden|20.01.2025 00:48|B100019.OD.106424016|Meldung zur Vorbeugung oder Verhinderung von Berufskrankheiten online einreichen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-90
B100019.LB.102796785|99111006148000|Ärztliche Erstversorgung für gesetzlich Unfallversicherte Erbringung|Ärztliche Erstversorgung bei Arbeitsunfall oder Berufskrankheit|20.01.2025 00:48|B100019.OD.105922516|Online eine Mitteilung an Ihre Berufsgenossenschaft oder Unfallkasse senden (für Versicherte)|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-300
B100019.LB.102796798|99111036017000|Entschädigung für Wäsche- und Kleiderverschleiß für gesetzlich Unfallversicherte Bewilligung|Entschädigung für den Verschleiß an Kleidern und Wäsche erhalten|20.01.2025 00:48|B100019.OD.105922516|Online eine Mitteilung an Ihre Berufsgenossenschaft oder Unfallkasse senden (für Versicherte)|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-300
B100019.LB.102799500|99111037147000|Hilfsmittel (beschädigt oder Verlust durch Unfall) für gesetzlich Unfallversicherte Kostenübernahme|Kostenübernahme beschädigter oder zerstörter Hilfsmittel beantragen|20.01.2025 00:48|B100019.OD.106695693|Kostenübernahme beschädigter oder zerstörter Hilfsmittel online beantragen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-110
B100019.LB.102799513|99111039147000|Psychotherapeutische Leistungen für gesetzliche Unfallversicherte Kostenübernahme|Psychotherapeutische Leistungen für gesetzlich Unfallversicherte|20.01.2025 00:48|B100019.OD.105922516|Online eine Mitteilung an Ihre Berufsgenossenschaft oder Unfallkasse senden (für Versicherte)|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-300
B100019.LB.102799515|99111040080000|Kinderverletztengeld für gesetzlich Unfallversicherte Gewährung|Kinderverletztengeld von der gesetzlichen Unfallversicherung erhalten|20.01.2025 00:48|B100019.OD.105922516|Online eine Mitteilung an Ihre Berufsgenossenschaft oder Unfallkasse senden (für Versicherte)|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-300
B100019.LB.102799521|99111043017000|Abfindung einer Rente für gesetzlich Unfallversicherte bei Minderung der Erwerbsfähigkeit unter 40 vom Hundert Bewilligung|Abfindung einer Unfallversichertenrente bei Minderung der Erwerbsfähigkeit unter 40 Prozent beantragen|20.01.2025 00:48|B100019.OD.106695671|Abfindung einer Unfallversichertenrente bei Minderung der Erwerbsfähigkeit unter 40 Prozent online beantragen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-180
B100019.LB.102799523|99111044017000|Abfindung einer Rente für gesetzlich Unfallversicherte bei Minderung der Erwerbsfähigkeit ab 40 vom Hundert Bewilligung|Abfindung einer Unfallversichertenrente bei einer Minderung der Erwerbsfähigkeit von mindestens 40 Prozent beantragen|20.01.2025 00:48|B100019.OD.106101426|Abfindung einer Unfallversichertenrente bei einer Minderung der Erwerbsfähigkeit von mindestens 40 Prozent online beantragen|https://uat2-formularservice.online-dienste.dguv.de/formular/bgn.de/ozg-180
B100019.LB.102799525|99111045017000|Abfindung einer Witwen- oder Witwerrente aus der gesetzlichen Unfallversicherung bei Wiederheirat Bewilligung|Rentenabfindung für hinterbliebene Ehepartnerinnen oder Ehepartner aus der gesetzlichen Unfallversicherung bei Wiederheirat beantragen|20.01.2025 00:48|B100019.OD.105977710|Rentenabfindung für hinterbliebene Ehepartnerinnen oder Ehepartner aus der gesetzlichen Unfallversicherung bei Wiederheirat online beantragen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-240
B100019.LB.102799527|99111046017000|Wiederaufleben einer abgefundenen Rente für gesetzlich Unfallversicherte Bewilligung|Nach einer Abfindung erneut eine Rente der gesetzlichen Unfallversicherung wegen Verschlimmerung beantragen|20.01.2025 00:48|B100019.OD.106153053|Nach einer Abfindung erneut eine Rente der gesetzlichen Unfallversicherung wegen Verschlimmerung online beantragen|https://uat2-formularservice.online-dienste.dguv.de/formular/bgn.de/ozg-180
B100019.LB.102799529|99111047080000|Witwen- und Witwerrente an frühere Ehegatten von gesetzlich Unfallversicherten Gewährung|Witwen- oder Witwerrente für frühere Ehegatten von der gesetzlichen Unfallversicherung erhalten|20.01.2025 00:48|B100019.OD.106189847|Witwen- oder Witwerrente für frühere Ehepartnerinnen oder Ehepartner beziehungsweise für frühere Lebenspartnerinnen oder Lebenspartner von der gesetzlichen Unfallversicherung online beantragen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-220
B100019.LB.102799531|99111048080000|Renten für Verwandte der aufsteigenden Linie (Elternrente) aus der gesetzlichen Unfallversicherung Gewährung|Elternrente aus der gesetzlichen Unfallversicherung erhalten|20.01.2025 00:48|B100019.OD.105922516|Online eine Mitteilung an Ihre Berufsgenossenschaft oder Unfallkasse senden (für Versicherte)|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-300
B100019.LB.102799533|99111049080000|Wiederaufleben abgefundener Renten aus der gesetzlichen Unfallversicherung an Witwen und Witwer Gewährung|Nach einer Abfindung erneut eine Witwen- oder Witwerrente der gesetzlichen Unfallversicherung beantragen|20.01.2025 00:48|B100019.OD.106311939|Eine Witwen- oder Witwerrente der gesetzlichen Unfallversicherung nach einer Abfindung online beantragen|https://serviceportal-uv.dguv.de/mapping/leistung?leistung=OZG-250
B100019.LB.102799535|99142020261000|Anzeige des Inhabers einer bedeutenden Beteiligung an einem Institut i.S.d. KWG über jeden neu bestellten gesetzlichen oder satzungsmäßigen Vertreter oder persönlich haftenden Gesellschafter Entgegennahme|Neu bestellte gesetzliche oder satzungsmäßige Vertretung sowie persönlich haftende Gesellschafter im Zuge einer bedeutenden Beteiligung an einem Institut melden|20.01.2025 00:48|||
B100019.LB.102799537|99142021261000|Anzeige eines Instituts i.S.d. KWG über die Absicht der Bestellung eines Geschäftsleiters bzw. der Ermächtigung einer Person zur Einzelvertretung des Instituts Entgegennahme|Die Deutsche Bundesbank und die BaFin über die Absicht der Bestellung eines Geschäftsleiters oder die Ermächtigung einer Person zur Einzelvertretung informieren|20.01.2025 00:48|||
B100019.LB.102799549|99142022261000|Anzeige eines Instituts i.S.d. KWG über Vollzug, Aufgabe oder die Änderung der Absicht zur Bestellung eines Geschäftsleiters bzw. der Ermächtigung einer Person zur Einzelvertretung des Instituts Entgegennahme|Die Deutsche Bundesbank und die BaFin über den Vollzug, die Aufgabe oder die Änderung der Absicht zur Bestellung einer Person für die Geschäftsleitung oder der Ermächtigung einer Person zur Einzelvertretung informieren|20.01.2025 00:48|||
B100019.LB.102799551|99142023261000|Anzeige eines Instituts i.S.d. KWG über das Entstehen, die Veränderungen in der Höhe oder die Beendigung einer bedeutenden Beteiligung an anderen Unternehmen Entgegennahme|Die Deutsche Bundesbank und die BaFin über neue, veränderte oder beendete Unternehmensbeteiligungen von Banken und Finanzdienstleistungsinstituten informieren|20.01.2025 00:48|||
B100019.LB.102799553|99142024261000|Anzeige eines Instituts i.S.d. KWG über die Bestellung eines Mitglieds und stellvertretender Mitglieder des Verwaltungs- oder Aufsichtsorgans Entgegennahme|Die Deutsche Bundesbank und die BaFin über die Bestellung eines Mitglieds und stellvertretender Mitglieder des Verwaltungs- oder Aufsichtsorgans informieren|20.01.2025 00:48|||
B100019.LB.102799584|99142025261000|Anzeige eines Geschäftsleiters über die Aufnahme und die Beendigung einer Tätigkeit als Geschäftsleiter oder als Aufsichtsrats- oder Verwaltungsratsmitglied eines anderen Unternehmens Entgegennahme|Als Geschäftsleiterin oder Geschäftsleiter eines Kreditinstituts Nebentätigkeiten anzeigen|20.01.2025 00:48|||
B100019.LB.102799586|99142026058000|Feststellung der Erlaubnispflicht nach KWG, ZAG, VAG oder KAGB durch gebührenpflichtigen Bescheid Durchführung|Erlaubnispflicht für Unternehmen im Finanzsektor feststellen|20.01.2025 00:48|||
B100019.LB.102799598|99142032006000|Neugenehmigung von inländischen Investmentvermögen Genehmigung|Anlagebedingungen für neu eingerichtete Investmentfonds genehmigen lassen|20.01.2025 00:48|||
B100019.LB.102806700|99142033056000|Veröffentlichung von Vermögensanlagen-Informationsblättern (inkl. Wiedereinreichungen) Gestattung|Veröffentlichung von Vermögensanlagen-Informationsblättern gestatten lassen|20.01.2025 00:48|B100019.OD.103855150|Melde- und Veröffentlichungsplattform der Bundesanstalt für Finanzdienstleistungsaufsicht (MVP)|https://portal.mvp.bafin.de/MvpPortalWeb/app/login.html
B100019.LB.102806702|99142034058000|Billigung von Wertpapierprospekten (inkl. Wiedereinreichungen) Durchführung|Wertpapierprospekte billigen lassen|20.01.2025 00:48|B100019.OD.103855150|Melde- und Veröffentlichungsplattform der Bundesanstalt für Finanzdienstleistungsaufsicht (MVP)|https://portal.mvp.bafin.de/MvpPortalWeb/app/login.html
B100019.LB.102806704|99142035058000|Billigung von Vermögensanlagen-Verkaufsprospekten (inkl. Wiedereinreichungen) Durchführung|Vermögensanlagen-Verkaufsprospekte billigen lassen|20.01.2025 00:48|B100019.OD.103855150|Melde- und Veröffentlichungsplattform der Bundesanstalt für Finanzdienstleistungsaufsicht (MVP)|https://portal.mvp.bafin.de/MvpPortalWeb/app/login.html
B100019.LB.102806738|99142036001000|Zugang zum MVP-Portal Fachverfahren zur Einreichung von Wertpapierprospekten, Vermögensanlagen-Verkaufsprospekten, Wertpapier-Informationsblättern und Vermögensanlagen-Informationsblättern Erteilung|Zugang beantragen, um Prospekte zu Wertpapieren bei der Bundesanstalt für Finanzdienstleistungsaufsicht einzureichen|20.01.2025 00:48|B100019.OD.103855150|Melde- und Veröffentlichungsplattform der Bundesanstalt für Finanzdienstleistungsaufsicht (MVP)|https://portal.mvp.bafin.de/MvpPortalWeb/app/login.html
B100019.LB.102806740|99142037261000|Meldungen zur Überprüfung und Überwachung (Marktaufsicht) der Mitteilungs-, Veröffentlichungs- und sonstiger Pflichten nach §§ 33ff. WpHG und §§ 48ff. WpHG (Stimmrechtsmitteilungen) Entgegennahme|Als Investorin oder Investor eine Stimmrechtsmitteilung abgeben|20.01.2025 00:48|B100019.OD.103855150|Melde- und Veröffentlichungsplattform der Bundesanstalt für Finanzdienstleistungsaufsicht (MVP)|https://portal.mvp.bafin.de/MvpPortalWeb/app/login.html
B100019.LB.102806742|99142038058000|Inhaberkontrollverfahren gemäß § 2c KWG Durchführung|Die Deutsche Bundesbank und die BaFin über neue, veränderte oder beendete bedeutende Beteiligungen an Banken und Finanzdienstleistungsinstituten informieren|20.01.2025 00:48|||
B100019.LB.102806744|99142039006000|Änderungsgenehmigung von offenen Publikumsinvestmentvermögen und geschlossenen inländischen Publikums-AIF einschließlich Teilinvestmentvermögen und Teilgesellschaftsvermögen Genehmigung|Änderungen an den Anlagebedingungen von Investmentfonds genehmigen lassen|20.01.2025 00:48|||
B100019.LB.102806746|99142040261000|Anzeige des Vertriebs von inländischen Publikums-AIF im Inland gem. § 316 KAGB Entgegennahme|Vertrieb von inländischen Publikums-AIF (AIF=alternativer Investmentfonds) in Deutschland anzeigen|20.01.2025 00:48|||
B100019.LB.102806748|99142041261000|Anzeige der Auslagerung von Aufgaben auf ein Auslagerungsunternehmen nach § 36 KAGBEntgegennahme|Auslagerung von Aufgaben mitteilen|20.01.2025 00:48|||
B100019.LB.102806751|99142042012000|Bescheinigung für Immobilien-Sondervermögen, inländ. Spezial-AIF mit festen Anlagebedingungen und geschlossene Publikums-AIF, für deren Rechnung die KVG Immobilien erwerben dürfen (Grundbuchamtbescheinigung) gemäß § 246 Abs. 2 KAGB und § 264 Abs. 2 KAGB Ausstellung|Bescheinigung über genehmigte Verwahrstelle für das Grundbuchamt beantragen|20.01.2025 00:48|||
B100019.LB.102806753|99142043261000|Anzeige des Vertriebs von EU-AIF oder von inländischen Spezial-AIF an semi-professionelle und professionelle Anleger im Inland gem. § 321 Abs. 1 KAGB Entgegennahme|Vertrieb von europäischen alternativen Investmentfonds oder Spezialfonds einer inländischen Kapitalverwaltungsgesellschaft an semi-professionelle oder professionelle Anlegerinnen und Anleger in Deutschland anzeigen|20.01.2025 00:48|||
B100019.LB.102806755|99142044012000|Vertriebsbescheinigung (§§ 312 Abs. 6 und 335 KAGB) Ausstellung|Bescheinigung für den Vertrieb bestimmter Fonds beantragen|20.01.2025 00:48|||
B100019.LB.102806757|99142045006000|Übertragung der Verwaltung eines offenen inländischen Sondervermögens Genehmigung|Genehmigung erhalten, um die Verwaltung eines inländischen Sondervermögens zu übertragen|20.01.2025 00:48|||
B100019.LB.102806761|99142047006000|Auswahl oder Wechsel der Verwahrstelle Genehmigung|Wahl und Wechsel von Verwahrstellen genehmigen lassen|20.01.2025 00:48|||
B100019.LB.102806763|99142048261000|Anzeige der Absicht zur Bestellung eines Geschäftsleiters Entgegennahme|Absicht anzeigen, eine Geschäftsleiterin oder einen Geschäftsleiter einer Kapitalverwaltungsgesellschaft zu bestellen|20.01.2025 00:48|||
B100019.LB.102806765|99142049261000|Anzeige der Absicht zur Bestellung von Aufsichtsratsmitgliedern inkl. unabhängiges Aufsichtsratsmitglied (KVG/InvAG) sowie von Beiräten Entgegennahme|Neue oder ausscheidende Aufsichtsrats- oder Beiratsmitglieder von Vermögensverwaltungsgesellschaften der BaFin melden|20.01.2025 00:48|||
B100019.LB.102806767|99142050058000|Streitschlichtung bei der Schlichtungsstelle der BaFin Durchführung|Einen Streit bei der Schlichtungsstelle der BaFin schlichten|20.01.2025 00:48|||
B100019.LB.102806769|99142051058000|Beschwerdeverfahren nach Kapitalanlagegesetzbuch Durchführung|Beschwerde gegen Unternehmen des Finanzdienstleistungssektors einreichen|20.01.2025 00:48|||
B100019.LB.102806771|99142052261000|Beschwerden mit Bezug zum ZKG (Kontenwechselhilfe, Basiskonto, Entgelttransparenz) Entgegennahme|Beschwerden rund um das Thema Basiskonto einreichen|20.01.2025 00:48|||
B100019.LB.102806773|99142053261000|Hinweise bzw. Meldung von Verstößen gem. § 4d FinDAG an die BaFin-Hinweisgeberstelle Entgegennahme|Hinweise zu Verstößen im Finanzdienstleistungsbereich melden|20.01.2025 00:48|||
B100019.LB.102809717|99102117001001|Alkoholsteuer - Erlaubnis Erteilung für Steuerlagerinhaber, registrierter Versender und registrierter Empfänger|Erlaubnis zum Umgang mit Alkoholerzeugnissen beantragen|20.01.2025 00:48|||
B100019.LB.102809718|99102117001002|Alkoholsteuer - Erlaubnis Erteilung für Abfindungsbrenner|Erlaubnis zum Betrieb einer Abfindungsbrennerei erhalten|20.01.2025 00:48|||
B100019.LB.102809719|99102117001003|Alkoholsteuer - Erlaubnis Erteilung zur steuerfreien Verwendung|Erlaubnis zum steuerfreien Verwenden von Alkohol beantragen|20.01.2025 00:48|||
B100019.LB.102821007|99015030017000|Gleichstellungsantrag Bewilligung|Gleichstellung behinderter Menschen mit schwerbehinderten Menschen bewilligen|20.01.2025 00:48|B100019.OD.104081612|Gleichstellungsantrag: Upload-Service der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/gleichstellung-upload
B100019.LB.102821066|99158014104001|Anmeldung bei der Landwirtschaftlichen Krankenkasse bzw. Pflegekasse und der Landwirtschaftlichen Alterskasse Anmeldung Unternehmer|Anmeldung von Unternehmerinnen und Unternehmern bei der Landwirtschaftlichen Krankenkasse oder Pflegekasse sowie der Landwirtschaftlichen Alterskasse|20.01.2025 00:48|B100019.OD.104053279|Online-Fragebogen zur Versicherungspflicht bei der Landwirtschaftlichen Alterskasse und Landwirtschaftlichen Krankenkasse|https://portal.svlfg.de/svlfg-apps/antrag/pruefung-der-versicherungspflicht
B100019.LB.102821067|99158014104002|Anmeldung bei der Landwirtschaftlichen Krankenkasse bzw. Pflegekasse und der Landwirtschaftlichen Alterskasse Anmeldung Mitarbeitender Familienangehöriger (Mifa)|Anmeldung Mitarbeitender Familienangehöriger (Mifa) bei der Landwirtschaftlichen Krankenkasse beziehungsweise Pflegekasse und Landwirtschaftlichen Alterskasse|20.01.2025 00:48|||
B100019.LB.102821069|99158015070000|Abmeldung Mitarbeitender Familienangehöriger (Mifa) von der Landwirtschaftlichen Krankenkasse bzw. Pflegekasse und Landwirtschaftlichen Alterskasse Abmeldung|Abmeldung Ihrer versicherten Mitarbeitenden Angehörigen (Mifas) von der Landwirtschaftlichen Krankenkasse beziehungsweise Pflegekasse sowie der Landwirtschaftlichen Alterskasse|20.01.2025 00:48|||
B100019.LB.102831864|99050142261000|Anzeige zum Aufbau und zur Außerbetriebnahme von Ladepunkten Entgegennahme|Aufbau und Außerbetriebnahme von öffentlich zugänglichen Ladepunkten anzeigen|20.01.2025 00:48|||
