Name,Description,ID-LB,ARS,Eligibility Requirements,Legal Basis
Frauen- und Kinderschutzhaus - Unterbringung in Anspruch nehmen,"Frauen- und Kinderschutzhäuser sind rund um die Uhr erreichbare Einrichtungen. In ihnen können gewaltbetroffene Frauen mit ihren Kindern unterkommen, um Schutz und Beratung zu erhalten. In Baden-Württemberg gibt es 43 Frauen- und Kinderschutzhäuser. In ihnen arbeiten Fachkräfte, die im Umgang mit Frauen, die von ihrem Partner misshandelt werden, kompetent und erfahren sind. Die Hilfe und Unterstützung umfasst vor allem psychosoziale Beratung zur Bewältigung der Gewaltsituation.",L100022.LB.611,080000000000,"Ihnen und Ihren Kindern droht zuhause Gewalt.
Die meisten Frauen- und Kinderschutzhäuser nehmen keine Frauen auf, die

unter 18 Jahre sind,
Söhne über 14 Jahre haben,
obdachlos sind oder
schwerwiegende Suchtprobleme haben.

Hinweis: Bei den Aufnahmevoraussetzungen bestehen Unterschiede zwischen den verschiedenen Frauenhäusern.",Sozialgesetzbuch Zweites Buch (SGB II)<>http://www.gesetze-im-internet.de/sgb_2/ || Sozialgesetzbuch Zwölftes Buch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/
Entschädigung nach dem Infektionsschutzgesetz bei Verdienstausfall,"Sie dürfen aufgrund des Infektionsschutzes nicht mehr arbeiten und haben dadurch einen Verdienstausfall? Erfahren Sie hier, wie Ihnen der Verdienstausfall erstattet wird.",L100039.LB.230333489,070000000000,"Sie haben Anspruch auf Erstattung Ihres Verdienstausfalls, wenn

Sie einem Tätigkeitsverbot unterliegen
oder in Quarantäne sind
und Sie einen Verdienstausfall haben
und Sie nicht arbeitsunfähig sind.",§ 56 Absatz 1 Gesetz zur Verhütung und Bekämpfung von Infektionskrankheiten beim Menschen (Infektionsschutzgesetz - IfSG)<>https://www.gesetze-im-internet.de/ifsg/__56.html
Begleitende Hilfen im Arbeitsleben als Arbeitgebende beantragen,"Als Unternehmen können Sie Zuschüsse oder eine Beratung erhalten, um Arbeits- und Ausbildungsplätze für schwerbehinderte Menschen zu erhalten oder neu zu schaffen.",S100003.LB.S1000030002387808,040110000000,"Die  Person, für die Sie Leistungen beantragen, muss bei Ihnen in einem sozialversicherungspflichtigen Beschäftigungsverhältnis beziehungsweise in einem Beamtenverhältnis von mindestens 15 Stunden/Woche stehen.
Die Person für die Sie Leistungen beantragen, muss schwerbehindert beziehungsweise gleichgestellt im Sinne des SGB IX sein.",§ 185 Absatz 3 Nummer 2 a bis 2 e Sozialgesetzbuch Neuntes Buch (SGB IX)<>https%3A%2F%2Fwww.gesetze-im-internet.de%2Fsgb_9_2018%2F__185.html || § 15 Schwerbehinderten-Ausgleichsabgabeverordnung (SchwbAV)<>https%3A%2F%2Fwww.gesetze-im-internet.de%2Fschwbav_1988%2F__15.html || §§ 26 bis 27 Schwerbehinderten-Ausgleichsabgabeverordnung (SchwbAV)<>https%3A%2F%2Fwww.gesetze-im-internet.de%2Fschwbav_1988%2FBJNR004840988.html%23BJNR004840988BJNG000601325
Hilfe zum Lebensunterhalt (Sozialhilfe) beantragen,"Reicht Ihr Einkommen oder Vermögen für Ihren notwendigen Lebensunterhalt nicht aus, erhalten Sie unter bestimmten Voraussetzungen Hilfe zum Lebensunterhalt (Sozialhilfe).",L100002.LB.fa5c1001b93f8d8e12419b5d266e458d,050000000000,"Sie sind hilfebedürftig und:    befristet voll erwerbsgemindert oder beziehen eine Altersrente, haben die Altersgrenze für die Regelaltersrente aber noch nicht erreicht.    Hilfebedürftig sind Sie, wenn Sie Ihren Lebensunterhalt nicht aus eigenen Mitteln und Kräften vollständig decken können. Zeitlich befristet voll erwerbsgemindert sind Sie, wenn Sie auf absehbare Zeit (mehr als 6 Monate) nicht in der Lage sind, unter den üblichen Bedingungen des allgemeinen Arbeitsmarktes regelmäßig mindestens 3 Stunden täglich zu arbeiten.    Sie erhalten keine:    Grundsicherung für Arbeitsuchende, Grundsicherung im Alter und bei Erwerbsminderung oder Grundleistungen für Asylsuchende.",§§ 27 - 40 Zwölftes Buch Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/__27.html
Praktikumsvergütung; Beantragung eines Zuschusses beim Jobcenter,"Wenn Sie junge Menschen über ein bezahltes Praktikum an eine Berufsausbildung in Ihrem Betrieb heranführen möchten, können Sie einen Zuschuss zur Praktikumsvergütung beantragen.",L100042.LB.103987,090000000000,"Das Praktikum muss:
zwischen 4 und 12 Monate dauern.vergütet und sozialversichert sein.
Die Praktikantin oder der Praktikant muss zum förderfähigen Personenkreis gehören. Dies muss durch das Jobcenter geprüft werden.Die Praktikantin oder der Praktikant darf vorher noch nicht in Ihrem Unternehmen beschäftigt gewesen sein.Die Einstiegsqualifizierung darf nicht im Betrieb der Ehegatten, Lebenspartnerin oder Lebenspartner oder Eltern stattfinden. Bei Berufsschulpflicht muss die Praktikantin oder der Praktikant am Berufsschulunterricht teilnehmen und in der entsprechenden Fachklasse angemeldet sein.",§ 16 Absatz 1 Nummer 3 Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16.html || § 54a Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__54a.html
Arbeitslosengeld II beantragen,"Wenn Sie nicht genügend Geld zur Verfügung haben, um Ihren notwendigen Lebensunterhalt selbst zu finanzieren, dann können Sie Bürgergeld beantragen.",L100039.LB.8969124,070000000000,"Sie sind erwerbsfähig. Das heißt, dass Sie
	
mindestens 3 Stunden täglich arbeiten können und
mindestens 15 Jahre alt sind und die Altersgrenze der gesetzlichen Rentenversicherung noch nicht erreicht haben. Wenn Sie nach 1963 geboren sind, liegt diese bei 67 Jahren. Sind Sie vor 1964 geboren, können Sie die für Sie geltende Altersgrenze in der Tabelle in § 7a Sozialgesetzbuch II (SGB II) nachschauen.


Sie sind hilfebedürftig. Das heißt, dass Sie Ihren eigenen notwendigen Lebensunterhalt und den Lebensunterhalt der mit Ihnen in einer Bedarfsgemeinschaft lebenden, nicht erwerbsfähigen Angehörigen weder aus eigenen Mitteln (Einkommen und Vermögen) und Kräften (Einsatz der Arbeitskraft) noch mithilfe anderer beziehungsweise vorrangiger Leistungen (zum Beispiel Arbeitslosengeld, Wohngeld, Kinderzuschlag) bestreiten können.
Sie haben keine vorrangigen Ansprüche gegenüber anderen Leistungsträgern (zum Beispiel Wohngeld) oder anderen Personen, wie beispielsweise gegen geschiedene Ehepartner oder den Vater oder die Mutter Ihres Kindes.
Sie leben in der Bundesrepublik Deutschland.",Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2
Heizkostenzuschuss für nicht leitungsgebundene Energieträger beantragen,"Nach der Einführung der Gaspreisbremse für Gas- und Fernwärmekunden können auch Privathaushalte, die mit Energieträgern wie Heizöl oder Holzpellets heizen, entlastet werden.",L100012.LB.282742942,010000000000,"Sie sind Eigentümer/-in oder Mieter/-in einer Immobilie mit einer nicht leitungsgebundenen Feuerstätte und haben zwischen dem 01.01. und 01.12.2022 Heizöl, Flüssiggas (LPG), Holzpellets, Holzhackschnitzel, Holzbriketts, Scheitholz und/oder Kohle/Koks gekauft und mehr als das Doppelte des Referenzpreises bezahlt. 
Die Bagatellgrenze beträgt 100 Euro, diese müssen Sie für eine Hilfszahlung mindestens erreichen. Der maximale Gesamtentlastungsbetrag beläuft sich auf 2.000 Euro pro Haushalt.","Verwaltungsvereinbarung Bundesministerium für Witrschaft und Klimaschutz / Länder
Anmerkung BMWK: Die Verwaltungsvereinbarung ist nicht veröffentlicht und nicht zugänglich. Wir verweisen auf die  FAQ  des Bundes zu den Hilfen und stehen für Rückfragen gerne zur Verfügung."
Wohnberechtigungsschein beantragen,"Ein Wohnberechtigungsschein berechtigt Sie zum Bezug einer belegungsgebundenen Mietwohnung. Mit der Erteilung des Wohnberechtigungsscheins wird sichergestellt, dass eine belegungsgebundene Wohnung nur Wohnungssuchenden zugutekommt, für die sie mit Steuermitteln subventioniert wurde.",L100009.LB.6000892,140000000000,"Einen Wohnberechtigungsschein erhalten Haushalte, deren anrechenbares (Familien)Einkommen unterhalb der maßgeblichen Einkommensgrenze liegt.

Hinweis: Die Einkommensgrenze ist abhängig von der Anzahl der zum Haushalt gehörenden Personen. Für Wohnungen nach dem Wohnraumförderungsgesetz (WoFG), Wohnungen nach den Sächsischen Mietwohnungsprogrammen sowie Wohnungen in Sanierungsgebieten der Städte und Gemeinden gelten unterschiedliche Einkommensgrenzen (siehe -> Hinweise (Besonderheiten)).
Das Familieneinkommen setzt sich aus dem Jahreseinkommen aller zum Haushalt gehörenden Familienmitglieder zusammen. Es wird in einem nach dem Wohnraumförderungsgesetz (WoFG) näher bestimmten Verfahren ermittelt und entspricht annähernd dem Nettoeinkommen.
Bei Vorliegen der Voraussetzungen können noch Freibeträge (zum Beispiel für Alleinerziehende, Schwerbehinderte oder junge Familien) vom Einkommen abgezogen werden.",Wohnraumförderungsgesetz (WoFG)<>https://amt24.sachsen.de/fehler-link-nicht-gefunden || Wohnungsbindungsgesetz (WoBindG)<>https://amt24.sachsen.de/fehler-link-nicht-gefunden || § 1 Sächsische Einkommensgrenzen-Verordnung<>https://www.revosax.sachsen.de/vorschrift/19051
Suchtberatung wahrnehmen,"Sie können Ihren Konsum von Drogen, Alkohol, Glücksspiel oder sozialen Medien nicht mehr kontrollieren? Dann können Suchtberatungsstellen, vor Ort oder online, Ihnen und Ihren Angehörigen anonym und kostenlos helfen.",L100002.LB.9c8a5c012fafe8b830fa05655708e920,050000000000,Sie haben ein Suchtproblem oder eine angehörige Person hat ein Suchtproblem.,§ 16a SGB II<>https://www.gesetze-im-internet.de/sgb_2/__16a.html
Mietschulden-Übernahme bei Wohnungskündigung oder Räumungsklage beantragen (Empfänger von Leistungen der Grundsicherung für Arbeitsuchende),"Wenn Mietschulden angefallen sind und Ihnen die Räumung der Wohnung droht, kann das Jobcenter in bestimmten Fällen diese Mietschulden übernehmen.",L100009.LB.6001051,140000000000,"Sie erhalten Leistungen der Grundsicherung für Arbeitsuchende für die Kosten der Unterkunft und Heizung sowie
drohende Wohnungslosigkeit wegen Kündigung oder Räumungsklage aufgrund von Mietrückständen. 

Weitere Voraussetzungen

Die monatliche Miete muss angemessen sein.
Die Zahlung der zukünftigen Mieten muss gesichert sein.",Sozialgesetzbuch Zweites Buch (SGB II)<>https://amt24.sachsen.de/fehler-link-nicht-gefunden
Eingliederungszuschuss beim Jobcenter beantragen,"Wenn Sie in Ihrem Unternehmen Menschen einstellen, die zu Beginn der Beschäftigung noch nicht die volle Arbeitsleistung erbringen, können Sie Zuschüsse zu den Lohnkosten beantragen.",B100019.LB.102730318,000000000000,"Sie wollen eine schwer in den Arbeitsmarkt zu vermittelnde Person beschäftigen. Bei der Arbeitnehmerin oder dem Arbeitnehmer ist anfänglich eine geringere Leistung als üblich zu erwarten. Der finanzielle Ausgleich durch den Eingliederungszuschuss ist notwendig, um die Arbeitnehmerin oder den Arbeitnehmer dauerhaft beruflich einzugliedern.",§ 16 Absatz 2 Nummer 5 Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16.html || §§ 88 bis 92 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__88.html
Wohngeld,"Damit keine Unterbrechung der Wohngeldzahlung eintritt, sollten Sie 2 Monate vor Ablauf des Bewilligungszeitraums einen Antrag auf Weiterleistung von Wohngeld stellen.",L100002.LB.575e7068f3ffcac7a36d118151385457,050000000000,"Ob und in welcher Höhe Sie Wohngeld in Anspruch nehmen können, hängt von verschiedenen Faktoren ab, wesentliche sind:Wie hoch ist Ihr Gesamteinkommen?Wie hoch ist Ihre Miete bzw. Ihre monatliche Belastung bei Wohneigentum?Wie hoch ist die Anzahl der Haushaltsmitglieder und wie hoch ist deren Einkommen?Zu 1.: Das Gesamteinkommen ergibt sich aus der Summe der Jahreseinkommen aller zu berücksichtigenden Haushaltsmitglieder. Davon können bestimmte Freibeträge und Abzugsbeträge für Unterhaltsleistungen abgezogen werden. Die Einkommensermittlung orientiert sich am Einkommensteuergesetz, d.h. maßgebend sind die steuerpflichtigen positiven Einkünfte, ergänzt um einen Katalog zu berücksichtigender steuerfreier Einnahmen. Davon abzuziehen sind jeweils zehn Prozent, wenn im Bewilligungszeitraum Steuern vom Einkommen, Beiträge zur gesetzlichen Kranken- und Pflegeversicherung oder Beiträge zur gesetzlichen Rentenversicherung geleistet werden.Werden alle drei aufgeführten oder gleichartige Zahlungen geleistet, beträgt der Abzugsbetrag 30 Prozent.Zu 2.: Miete ist das vereinbarte Entgelt für die Gebrauchsüberlassung von Wohnraum aufgrund eines Mietvertrages. Belastung bei Eigentümern sind die Aufwendungen für den Kapitaldienst und die Bewirtschaftung des Eigentums. Berechnungsgrundlage für das Wohngeld ist die sog. Bruttokaltmiete. Nicht zur Miete gehören z.B. Heizkosten und Kosten für die Erwärmung von Wasser. Auch Haushaltsstrom und Vergütungen für die Überlassung einer Garage oder eines Stellplatzes für Kraftfahrzeuge gehören nicht dazu.Die Miete oder Belastung ist nur bis zu bestimmten Höchstbeträgen zuschussfähig. Die Höchstbeträge richten sich nach dem örtlichen Mietenniveau, den sog. Mietenstufen, und der Anzahl der zu berücksichtigenden Hauhshaltsmitglieder.Zu 3.: Haushaltsmitglieder sind die wohngeldberechtigte Person und weitere im Wohngeldgesetz ausdrücklich genannte Personen, wenn sie mit der wohngeldberechtigten Person die Wohnung, für die Wohngeld beantragt wird, gemeinsam bewohnen. Diese Wohnung muss für jede genannte Person der Mittelpunkt der Lebensbeziehungen sein. Es werden sämtliche Haushaltsmitglieder berücksichtigt, wenn sie nicht vom Wohngeld ausgeschlossen sind. Sie sind vom Wohngeld ausgeschlossen, wenn Sie Transferleistungen (andere Sozialleistungen) bekommen, in denen Wohnkosten bereits enthalten sind, z. B. Grundsicherung für Arbeitsuchende (Arbeitslosengeld II) oder Grundsicherung im Alter und bei Erwerbsminderung.Ebenfalls keinen Wohngeldanspruch haben alleinlebende Studierende und Auszubildende, die dem Grunde nach einen Anspruch auf BAföG oder Berufsausbildungsbeihilfe (BAB) haben; auch dann, wenn BAföG oder BAB wegen zu hohem Einkommen der Eltern abgelehnt wurde.Einzelheiten erfragen Sie bitte bei Ihrer örtlich zuständigen Wohngeldbehörde.",Wohngeldgesetz<>https://www.gesetze-im-internet.de/wogg/
Bürgergeld beantragen,"Wenn Sie nicht genügend Geld zur Verfügung haben, um Ihren notwendigen Lebensunterhalt selbst zu finanzieren, dann können Sie Bürgergeld beantragen.",L100022.LB.599,080000000000,"Sie sind erwerbsfähig. Das heißt, dass Sie 
  
mindestens 3 Stunden täglich arbeiten können und
mindestens 15 Jahre alt sind und die Altersgrenze der gesetzlichen Rentenversicherung noch nicht erreicht haben. Wenn Sie nach 1963 geboren sind, liegt diese bei 67 Jahren. Sind Sie vor 1964 geboren, können Sie die für Sie geltende Altersgrenze in der Tabelle in § 7a Sozialgesetzbuch II (SGB II) nachschauen.

Sie sind hilfebedürftig. Das heißt, dass Sie Ihren eigenen notwendigen Lebensunterhalt und den Lebensunterhalt der mit Ihnen in einer Bedarfsgemeinschaft lebenden, nicht erwerbsfähigen Angehörigen weder aus eigenen Mitteln (Einkommen und Vermögen) und Kräften (Einsatz der Arbeitskraft) noch mithilfe anderer beziehungsweise vorrangiger Leistungen (zum Beispiel Arbeitslosengeld, Wohngeld, Kinderzuschlag) bestreiten können.
Sie haben keine vorrangigen Ansprüche gegenüber anderen Leistungsträgern (zum Beispiel Wohngeld) oder anderen Personen, wie beispielsweise gegen geschiedene Ehepartner oder den Vater oder die Mutter Ihres Kindes.
Sie leben in der Bundesrepublik Deutschland.","Sozialgesetzbuch (SGB) Zweites Buch (II) - Bürgergeld, Grundsicherung für Arbeitsuchende<>https://www.gesetze-im-internet.de/sgb_2/"
Leistungen aus dem Landesblindenfonds beantragen,"Der Landesblindenfonds soll blinde Menschen, die im häuslichen Umfeld leben, in außergewöhnlichen, herausfordernden Lebenssituationen finanziell unterstützen.",L100040.LB.8690691,030000000000,"Ihnen muss durch einen Feststellungsbescheid das Merkzeichen Bl, das für blind steht, zuerkannt worden sein. 
Sie dürfen nicht in einer stationären Einrichtung (z.B. Pflegeheim) oder in einer besonderen Wohnform der Eingliederungshilfe leben.",Richtlinie über die Gewährung von Leistungen aus dem Landesfonds für blinde Menschen in besonderen Lebenssituationen (Landesblindenfonds) und aus dem Assistenzleistungsfonds für ehrenamtlich tätige Menschen mit Behinderungen in leitender Funktion<>https://voris.wolterskluwer-online.de/browse/document/cite/bbe55cd1-8b1a-3852-b062-f4b405d2e8ba
Bürgergeld,"Wenn Sie nicht genügend Geld zur Verfügung haben, um Ihren notwendigen Lebensunterhalt selbst zu finanzieren, dann können Sie Bürgergeld beantragen.",L100002.LB.37d7e2e88235d76b9a7628a528f40c85,050000000000,"Sie sind erwerbsfähig. Das heißt, dass Siemindestens 3 Stunden täglich arbeiten können undmindestens 15 Jahre alt sind und die Altersgrenze der gesetzlichen Rentenversicherung noch nicht erreicht haben. Wenn Sie nach 1963 geboren sind, liegt diese bei 67 Jahren. Sind Sie vor 1964 geboren, können Sie die für Sie geltende Altersgrenze in der Tabelle in § 7a Sozialgesetzbuch II (SGB II) nachschauen.Sie sind hilfebedürftig. Das heißt, dass Sie Ihren eigenen notwendigen Lebensunterhalt und den Lebensunterhalt der mit Ihnen in einer Bedarfsgemeinschaft lebenden, nicht erwerbsfähigen Angehörigen weder aus eigenen Mitteln (Einkommen und Vermögen) und Kräften (Einsatz der Arbeitskraft) noch mithilfe anderer beziehungsweise vorrangiger Leistungen (zum Beispiel Arbeitslosengeld, Wohngeld, Kinderzuschlag) bestreiten können.Sie haben keine vorrangigen Ansprüche gegenüber anderen Leistungsträgern (zum Beispiel Wohngeld) oder anderen Personen, wie beispielsweise gegen geschiedene Ehepartner oder den Vater oder die Mutter Ihres Kindes.Sie leben in der Bundesrepublik Deutschland.",Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2
Leistungen aus dem Assistenzleistungsfonds beantragen,Der Assistenzleistungsfonds soll Menschen mit Behinderungen in der Ausübung eines Ehrenamtes in leitender Funktion oder bei der Vertretung in Gremien bei der Finanzierung der behinderungsbedingten Mehraufwendungen unterstützen.,L100040.LB.479231311,030000000000,"Sie sind in wirtschaftlichen, kulturellen, sozialen, sportlichen oder politischen Bereichen in einem eingetragenen Verein oder in einem Verein mit regionalen Untergliederungen engagiert, dessen nächsthöhere Ebene ein eingetragener Verein ist
oder
in politischen Gremien (Rat, Kreistag, Landtag) tätig
oder
in Gremien, die aufgrund bundes- oder landesrechtlicher Regelungen einberufen werden (z.B. Arbeitsgemeinschaft nach § 94 Abs. 4 SGB IX, Schiedsstelle nach § 133 SGB IX) unentgeltlich oder nur gegen Aufwandsentschädigung i. S. des EStG ehrenamtlich aktiv
Sie haben Ihren gewöhnlichen Aufenthalt in Niedersachsen. 
Bei Ihnen wurde durch einen Feststellungsbescheid nach § 152 Neuntes Buch Sozialgesetzbuch (SGB IX) das Merkzeichen B (Berechtigung zur ständigen Begleitung), das Merkzeichen Bl (Blind) oder das Merkzeichen H (Hilflos i. S. des § 33b EStG oder entsprechender Vorschriften) festgestellt
oder
Sie sind die auf die Inanspruchnahme von Kommunikationshilfen wie z. B. Gebärdensprach-, Schrift- oder Lormendolmetscherinnen oder -dolmetschern oder den Einsatz von Übertragungsanlagen (z. B. Induktions- oder FM-Anlagen) angewiesen und bei Ihnen ist das Merkzeichen Gl (Gehörlosigkeit) oder das Merkzeichen TBl (Taubblindheit) festgestellt worden oder es liegt bei Ihnen allein wegen einer Störung der Hörfunktion mindestens ein Grad der Behinderung von 70 vor.",Richtlinie über die Gewährung von Leistungen aus dem Landesfonds für blinde Menschen in besonderen Lebenssituationen (Landesblindenfonds) und aus dem Assistenzleistungsfonds für ehrenamtlich tätige Menschen mit Behinderungen in leitender Funktion oder in Gremien<>https://voris.wolterskluwer-online.de/browse/document/cite/bbe55cd1-8b1a-3852-b062-f4b405d2e8ba
Arbeitslosengeld II beantragen,"Wenn Sie nicht genügend Geld zur Verfügung haben, um Ihren notwendigen Lebensunterhalt selbst zu finanzieren, dann können Sie Arbeitslosengeld II beantragen.",B100019.LB.581734,000000000000,"Sie sind erwerbsfähig. Das heißt, dass Sie  mindestens 3 Stunden täglich arbeiten können und mindestens 15 Jahre alt sind und die Altersgrenze der gesetzlichen Rentenversicherung noch nicht erreicht haben. Wenn Sie nach 1963 geboren sind, liegt diese bei 67 Jahren. Sind Sie vor 1964 geboren, können Sie die für Sie geltende Altersgrenze in der Tabelle in § 7a SGB II nachschauen.   Sie sind hilfebedürftig. Das heißt, dass Sie Ihren Lebensunterhalt und den Unterhalt Ihrer Bedarfsgemeinschaft nicht aus eigenen Mitteln und Kräften der Bedarfsgemeinschaft vollständig alleine decken können. Sie haben keine vorrangigen Ansprüche gegenüber anderen Leistungsträgern oder anderen Personen, wie beispielsweise gegen geschiedene Ehepartner oder den Vater oder die Mutter Ihres Kindes. Sie leben in der Bundesrepublik Deutschland.",Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/BJNR295500003.html#BJNR295500003BJNG000502308
Hilfe zum Lebensunterhalt,Sie können aus eigenen Kräften und Mitteln einmalige Bedarfe wie zum Beispiel die Erstausstattung einer Wohnung oder für ein Baby nicht decken? Dann können Sie hierfür einmalige Leistungen bei Ihrem zuständigen Sozialamt beantragen.,L100002.LB.faa63250288b90b8271abf853e65f15a,050000000000,"Sie sind hilfebedürftig und befristet voll erwerbsgemindert oder beziehen eine Altersrente, haben die Altersgrenze für die Regelaltersrente aber noch nicht erreicht. Hilfebedürftig sind Sie, wenn Sie Ihren Lebensunterhalt nicht aus eigenen Mitteln und Kräften vollständig decken können. Sie erhalten kein/e Bürgergeld, Grundsicherung im Alter und bei Erwerbsminderung oder Grundleistungen für Asylsuchende.",§ 31 Zwölftes Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/ || § 42 Nr. 2 Zwölftes Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/ || §§ 82 - 96 Zwölftes Sozialgesetzbuch (SGB XII)<>https://www.gesetze-im-internet.de/sgb_12/ || Verordnung zur Durchführung des § 82<>https://www.gesetze-im-internet.de/bshg_76dv/BSHG%C2%A776DV.pdf || Verordnung zur Durchführung des § 90<>https://www.gesetze-im-internet.de/bshg_88abs2dv_1988/BJNR001500988.html
Hilfen zum Erhalt und zur Erlangung einer Wohnung bei fristloser Kündigung und SGB XII Bezug,"Bei drohendem Wohnraumverlust können Hilfen zum Erhalt oder zur Anmietung einer anderen Wohnung gewährt werden.Sofern gegen Sie eine fristlose Kündigung des Mietverhältnisses wegen bestehender Mietschulden ausgesprochen wird, besteht nach der Vorschrift des Sozialgesetzbuches XII die Möglichkeit, Ihnen Ihre Wohnung durch Übernahme der rückständigen Mieten zu erhalten. Alternativ kommt unter bestimmten Voraussetzungen die Anmietung einer anderen sozialhilferechtlich angemessenen Wohnung in Betracht kommen.  Sollte bereits eine Räumungsklage erhoben worden sein, ein Räumungsurteil vorliegen oder aber die zwangsweise Räumung Ihrer Wohnung bevorstehen, ist unsererseits darüber hinaus im Regelfall eine Abklärung mit Ihrem Vermieter erforderlich. Abzuklären ist, ob Ihr Vermieter Ihrem Weiterverbleiben in der Wohnung zustimmt.",L100002.LB.6795b9dd440920c130a85a8c4d6357f3,050000000000,"Mietschulden können nur übernommen werden, wenn Ihre Wohnung sozialrechtlich angemessen und erhaltenswert ist. Darüber hinaus ist die Höhe der Gesamtforderung (Mieten, Kosten) ein Entscheidungskriterium für die eventuelle Übernahme. Hilfen zur Anmietung einer anderen Wohnung kommen in Betracht, wenn Ihre jetzige Wohnung unangemessen teuer oder groß und / oder die Summe der Forderungen (Mieten, Kosten) unangemessen hoch ist. Beziehen Sie laufende Leistungen Grundsicherung im Alter (Grusi) SGB XII und liegt eine fristlose Kündigung vor, dann wenden Sie sich bitte an das für Sie zuständige Sozialbüro. In allen anderen Fällen sprechen Sie bitte bei uns vor.","§§ 29, 36 Sozialgesetzbuch XII (SGB XII)"
Insolvenzgeld beantragen,"Ist Ihr Arbeitgeber zahlungsunfähig und kann Ihren Lohn nicht mehr bezahlen, können Sie Insolvenzgeld beantragen.",B100019.LB.576848,000000000000,"Damit Sie Insolvenzgeld bekommen können, müssen bestimmte Voraussetzungen erfüllt sein:   Es liegt ein Insolvenzereignis vor, wenn   Eröffnung eines Insolvenzverfahrens über das Vermögen Ihres Arbeitgebers oder Insolvenzantrag wird mangels Masse abgewiesen oder Betriebstätigkeit wird bei offensichtlicher Masselosigkeit vollständig eingestellt.   Vor dem Insolvenzereignis wurde Ihnen bis zu 3 Monate lang kein Arbeitsentgelt gezahlt. Als Arbeitnehmerin oder Arbeitnehmer sind Sie  innerhalb Deutschlands beschäftigt oder vorübergehend ins Ausland unter Beibehaltung der Sozialversicherungspflicht in Deutschland entsandt worden.    Sie müssen durch Bescheid der Clearingstelle der Deutschen Rentenversicherung (Statusfeststellungsverfahren) nachweisen, dass Sie rechtlich als Arbeitnehmerin oder Arbeitnehmer gelten, wenn Sie beispielsweise  geschäftsführender Gesellschafter,  Gesellschafterin oder Gesellschafter einer GmbH oder Angehörige beziehungsweise Angehöriger des Arbeitgebers sind.    Weitere Informationen finden Sie auf der Internetseite der Bundesagentur für Arbeit.",§§ 165 bis 172 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__165.html || § 175 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__175.html || § 314 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__314.html || § 316 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__316.html || §§ 323 bis 324 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__323.html || § 327 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__327.html
